"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.test","test","id","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.test","test","text","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.test","test","sourceLanguage","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.csv-import","csv-import","text","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.csv-import","csv-import","language","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.nlp-test","nlp-test","id","VARCHAR","","False"
"90dd4fd4e6d33ccf4d96134d996c156f","us-east-1","in.c-nlp-test.nlp-test","nlp-test","source","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.orders","orders","city","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.orders","orders","date","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.orders","orders","orders","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.managers","managers","email","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.managers","managers","first_name","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.managers","managers","last_name","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.managers","managers","city","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.sales","sales","city","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.sales","sales","date","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.sales","sales","value","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.sales","sales","currency","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.labor","labor","city","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.labor","labor","date","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.labor","labor","scheduled_labor","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","city","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","date","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","low_temp","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","high_temp","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","conditions","VARCHAR","","False"
"f958e31ea82ac546f5be1930eeda6497","us-east-1","in.c-sample_data.weather","weather","short_description","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.orders","orders","city","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.orders","orders","date","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.orders","orders","orders","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.orders","orders","value","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.orders","orders","currency","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.managers","managers","email","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.managers","managers","first_name","VARCHAR","","False"
