"in.c-mysql.addresses","us-east-1","5150","address1","76668262","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668263","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668264","KBC.datatype.basetype","STRING","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668265","KBC.datatype.length","65535","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668266","KBC.sourceName","address1","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668267","KBC.sanitizedName","address1","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668268","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address1","76668269","KBC.ordinalPosition","2","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668270","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668271","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668272","KBC.datatype.basetype","STRING","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668273","KBC.datatype.length","65535","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668274","KBC.sourceName","address2","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668275","KBC.sanitizedName","address2","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668276","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","address2","76668277","KBC.ordinalPosition","3","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668286","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668287","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668288","KBC.datatype.basetype","STRING","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668289","KBC.datatype.length","65535","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668290","KBC.sourceName","city","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668291","KBC.sanitizedName","city","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668292","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","city","76668293","KBC.ordinalPosition","5","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668294","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668295","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668296","KBC.datatype.basetype","STRING","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668297","KBC.datatype.length","65535","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668298","KBC.sourceName","country","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668299","KBC.sanitizedName","country","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668300","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","country","76668301","KBC.ordinalPosition","6","keboola.ex-db-mysql","2018-10-23T15:12:22+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668254","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668255","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668256","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668257","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668258","KBC.sourceName","id","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668259","KBC.sanitizedName","id","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668260","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","id","76668261","KBC.ordinalPosition","1","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668278","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668279","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668280","KBC.datatype.basetype","STRING","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668281","KBC.datatype.length","65535","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668282","KBC.sourceName","postcode","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668283","KBC.sanitizedName","postcode","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668284","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.addresses","us-east-1","5150","postcode","76668285","KBC.ordinalPosition","4","keboola.ex-db-mysql","2018-10-23T15:12:21+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668546","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668547","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668548","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668549","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668550","KBC.sourceName","cart_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668551","KBC.sanitizedName","cart_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668552","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","cart_id","76668553","KBC.ordinalPosition","2","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668538","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668539","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668540","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668541","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668542","KBC.sourceName","order_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668543","KBC.sanitizedName","order_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668544","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","order_id","76668545","KBC.ordinalPosition","1","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668562","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668563","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668564","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668565","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668566","KBC.sourceName","product_attribute_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668567","KBC.sanitizedName","product_attribute_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668568","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id","76668569","KBC.ordinalPosition","4","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668554","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668555","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668556","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668557","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668558","KBC.sourceName","product_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668559","KBC.sanitizedName","product_id","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668560","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","product_id","76668561","KBC.ordinalPosition","3","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668570","KBC.datatype.type","int","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668571","KBC.datatype.nullable","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668572","KBC.datatype.basetype","INTEGER","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668573","KBC.datatype.length","10","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668574","KBC.sourceName","quantity","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668575","KBC.sanitizedName","quantity","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668576","KBC.primaryKey","0","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.order-items","us-east-1","5150","quantity","76668577","KBC.ordinalPosition","5","keboola.ex-db-mysql","2018-10-23T15:12:43+0200"
"in.c-mysql.orders","us-east-1","5150","currency","76666154","KBC.datatype.type","text","keboola.ex-db-mysql","2018-10-23T15:03:58+0200"
